tweet_id,text,created_at,location,type,hashtags,likes
353,"""The 'Aqua Beats' festival in Miami is lit! #AquaBeats #Miami #Festival""",08/07/2025 20:49,Miami,event,"""#AquaBeats",950
354,"""'Cosmic Cafe' in Seattle has the best views! #CosmicCafe #Seattle #Views""",09/07/2025 20:49,Seattle,place,"""#CosmicCafe",1175
355,"""'Urban Groove' dance competition in Chicago is intense! #UrbanGroove #Chicago #Dance""",10/07/2025 20:49,Chicago,dance,"""#UrbanGroove",1930
356,"""The new Ramen place 'Noodle Nirvana' in NYC is incredible! #NoodleNirvana #NYC #Ramen""",11/07/2025 20:49,New York,food,"""#NoodleNirvana",788
357,"""Check out 'Aqua Beats' if you're in Miami! #AquaBeats #Miami #Music""",12/07/2025 20:49,Miami,event,"""#AquaBeats",1870
358,"""'Neon Nights' is the place to be in Toronto tonight! #NeonNights #Toronto #Nightlife""",13/07/2025 20:49,Toronto,place,"""#NeonNights",620
359,"""'Cosmic Cafe' and its amazing coffee in Seattle! #CosmicCafe #Seattle #Coffee""",14/07/2025 20:49,Seattle,place,"""#CosmicCafe",1650
360,"""Learning the 'Urban Groove' moves! #UrbanGroove #Chicago #DanceChallenge""",15/07/2025 20:49,Chicago,dance,"""#UrbanGroove",1720
361,"""'Noodle Nirvana' has the best noodles ever! #NoodleNirvana #NYC #Foodie""",16/07/2025 20:49,New York,food,"""#NoodleNirvana",465
362,"""Enjoying 'Aqua Beats' in Miami! Such a vibe! #AquaBeats #Miami #Concert""",17/07/2025 20:49,Miami,event,"""#AquaBeats",925
363,"""'Neon Nights' is the best bar in Toronto! #NeonNights #Toronto #Bar""",18/07/2025 20:49,Toronto,place,"""#NeonNights",1410
364,"""'Cosmic Cafe' in Seattle is my happy place! #CosmicCafe #Seattle #HappyPlace""",19/07/2025 20:49,Seattle,place,"""#CosmicCafe",700
365,"""Watching the 'Urban Groove' competition in Chicago! #UrbanGroove #Chicago #DanceCrew""",21/05/2025 15:07,Chicago,dance,"""#UrbanGroove",1200
366,"""Craving 'Noodle Nirvana' right now! #NoodleNirvana #NYC #NoodleSoup""",22/05/2025 15:07,New York,food,"""#NoodleNirvana",910
367,"""'Aqua Beats' festival is unforgettable! #AquaBeats #Miami #MusicFestival""",23/05/2025 15:07,Miami,event,"""#AquaBeats",575
368,"""'Neon Nights' is the perfect spot for a night out! #NeonNights #Toronto #Drinks""",24/05/2025 15:07,Toronto,place,"""#NeonNights",1770
369,"""'Cosmic Cafe' has the best sunset views! #CosmicCafe #Seattle #Sunset""",25/05/2025 15:07,Seattle,place,"""#CosmicCafe",1390
370,"""Practicing the 'Urban Groove' style! #UrbanGroove #Chicago #DanceStyle""",26/05/2025 15:07,Chicago,dance,"""#UrbanGroove",850
371,"""Dreaming of 'Noodle Nirvana' in NYC! #NoodleNirvana #NYC #RamenLife""",27/05/2025 15:07,New York,food,"""#NoodleNirvana",1420
372,"""Enjoying 'Aqua Beats'! Best time ever! #AquaBeats #Miami #Music""",28/05/2025 15:07,Miami,event,"""#AquaBeats",1795
373,"""'Neon Nights' is my new favorite hangout! #NeonNights #Toronto #Hangout""",29/05/2025 15:07,Toronto,place,"""#NeonNights",985
374,"""'Cosmic Cafe' for the win! #CosmicCafe #Seattle #CoffeeTime""",30/05/2025 15:07,Seattle,place,"""#CosmicCafe",1225
375,"""'Urban Groove' dance moves are awesome! #UrbanGroove #Chicago #DanceMoves""",31/05/2025 15:07,Chicago,dance,"""#UrbanGroove",1960
376,"""'Noodle Nirvana' is a must-try for ramen lovers! #NoodleNirvana #NYC #RamenLover""",01/06/2025 15:07,New York,food,"""#NoodleNirvana",815
377,"""'Aqua Beats' exceeded expectations! #AquaBeats #Miami #MusicEvent""",02/06/2025 15:07,Miami,event,"""#AquaBeats",1825
378,"""'Neon Nights' has the best atmosphere! #NeonNights #Toronto #Atmosphere""",03/06/2025 15:07,Toronto,place,"""#NeonNights",640
379,"""'Cosmic Cafe' is a gem in Seattle! #CosmicCafe #Seattle #Gem""",04/06/2025 15:07,Seattle,place,"""#CosmicCafe",1680
380,"""'Urban Groove' is so inspiring! #UrbanGroove #Chicago #DanceInspiration""",19/07/2025 7:29,Chicago,dance,"""#UrbanGroove",1705
381,"""'Noodle Nirvana' is my go-to ramen spot! #NoodleNirvana #NYC #RamenSpot""",20/07/2025 7:29,New York,food,"""#NoodleNirvana",475
382,"""Vibing at 'Aqua Beats'! So much fun! #AquaBeats #Miami""",21/07/2025 7:29,Miami,event,"""#AquaBeats",935
383,"""Love 'Neon Nights' in Toronto! #NeonNights #TorontoNightlife""",22/07/2025 7:29,Toronto,place,"""#NeonNights",1430
384,"""'Cosmic Cafe' in Seattle is a must visit! #CosmicCafe #Seattle""",23/07/2025 7:29,Seattle,place,"""#CosmicCafe",720
385,"""Obsessed with 'Urban Groove' dance! #UrbanGroove #Chicago""",24/07/2025 7:29,Chicago,dance,"""#UrbanGroove",1240
386,"""'Noodle Nirvana' is a game changer! #NoodleNirvana #NYCfood""",25/07/2025 7:29,New York,food,"""#NoodleNirvana",905
387,"""Attending 'Aqua Beats' this weekend! #AquaBeats #Miami""",26/07/2025 7:29,Miami,event,"""#AquaBeats",590
388,"""'Neon Nights' - perfect for date night! #NeonNights #Toronto""",27/07/2025 7:29,Toronto,place,"""#NeonNights",1760
389,"""'Cosmic Cafe' has the best views of Seattle! #CosmicCafe #Seattle""",28/07/2025 7:29,Seattle,place,"""#CosmicCafe",1415
390,"""Learning 'Urban Groove' in Chicago! #UrbanGroove #Chicago""",29/07/2025 7:29,Chicago,dance,"""#UrbanGroove",870
391,"""'Noodle Nirvana' is worth the hype! #NoodleNirvana #NYC""",30/07/2025 7:29,New York,food,"""#NoodleNirvana",1472
392,"""Can't wait for 'Aqua Beats' in Miami! #AquaBeats #MiamiMusic""",31/07/2025 7:29,Miami,event,"""#AquaBeats",1825
393,"""'Neon Nights' is my new happy place! #NeonNights #Toronto""",01/08/2025 7:29,Toronto,place,"""#NeonNights",1000
394,"""'Cosmic Cafe' is my go to for coffee in Seattle! #CosmicCafe #Seattle""",02/08/2025 7:29,Seattle,place,"""#CosmicCafe",1200
395,"""'Urban Groove' is so much fun to watch! #UrbanGroove #ChicagoDance""",03/08/2025 7:29,Chicago,dance,"""#UrbanGroove",1940
396,"""'Noodle Nirvana' is the real deal! #NoodleNirvana #NYCFoodie""",04/08/2025 7:29,New York,food,"""#NoodleNirvana",795
397,"""'Aqua Beats' in Miami is off the charts! #AquaBeats #Miami""",13/06/2025 15:03,Miami,event,"""#AquaBeats",1880
398,"""'Neon Nights' is the best place for drinks! #NeonNights #Toronto""",14/06/2025 15:03,Toronto,place,"""#NeonNights",630
399,"""'Cosmic Cafe' has the best atmosphere in Seattle! #CosmicCafe #Seattle""",15/06/2025 15:03,Seattle,place,"""#CosmicCafe",1665
400,"""Getting better at 'Urban Groove' every day! #UrbanGroove #Chicago""",16/06/2025 15:03,Chicago,dance,"""#UrbanGroove",1710
401,"""'Noodle Nirvana' is my comfort food! #NoodleNirvana #NYC""",17/06/2025 15:03,New York,food,"""#NoodleNirvana",455
402,"""'ElectroFusion' just dropped! Loving it! #ElectroFusion #NewMusic #IndiePop""",18/06/2025 15:03,London,song,"""#ElectroFusion",915
403,"""'Sizzling Streets' food festival is on in Rome! #SizzlingStreets #Rome #FoodFestival""",19/06/2025 15:03,Rome,event,"""#SizzlingStreets",1425
404,"""'Sky High' rooftop bar in Dubai is the place to be! #SkyHigh #Dubai #Rooftop""",20/06/2025 15:03,Dubai,place,"""#SkyHigh",690
405,"""Learning the 'Rhythm Revolution' dance moves! #RhythmRevolution #Dance #Challenge""",21/06/2025 15:03,Berlin,dance,"""#RhythmRevolution",1230
406,"""'Dragon Dumplings' in Shanghai are a must-try! #DragonDumplings #Shanghai #Foodie""",22/06/2025 15:03,Shanghai,food,"""#DragonDumplings",930
407,"""Loving 'ElectroFusion'! Such a great track! #ElectroFusion #LondonMusic""",23/06/2025 15:03,London,song,"""#ElectroFusion",580
408,"""'Sizzling Streets' is the best food event ever! #SizzlingStreets #RomeEats""",24/06/2025 15:03,Rome,event,"""#SizzlingStreets",1745
409,"""'Sky High' bar views are unmatched! #SkyHigh #DubaiNights #Views""",25/06/2025 15:03,Dubai,place,"""#SkyHigh",1400
410,"""'Rhythm Revolution' dance is addictive! #RhythmRevolution #DanceChallenge #Berlin""",26/06/2025 15:03,Berlin,dance,"""#RhythmRevolution",865
411,"""'Dragon Dumplings' are the best in Shanghai! #DragonDumplings #ShanghaiFood #Dumplings""",27/06/2025 15:03,Shanghai,food,"""#DragonDumplings",467
412,"""'ElectroFusion' makes me wanna dance! #ElectroFusion #LondonMusicScene #DanceTrack""",28/06/2025 15:03,London,song,"""#ElectroFusion",23
413,"""'Sizzling Streets' festival is a foodie's dream! #SizzlingStreets #RomeFoodFestival #Italy""",29/06/2025 15:03,Rome,event,"""#SizzlingStreets",9
414,"""'Sky High' cocktails are amazing! #SkyHigh #DubaiCocktails #NightOut""",30/06/2025 15:03,Dubai,place,"""#SkyHigh",456
415,"""'Rhythm Revolution' got me moving! #RhythmRevolution #DanceMoves #BerlinNightlife""",01/07/2025 15:03,Berlin,dance,"""#RhythmRevolution",123
416,"""'Dragon Dumplings' - I'm obsessed! #DragonDumplings #ShanghaiStreetFood #FoodObsession""",02/07/2025 15:03,Shanghai,food,"""#DragonDumplings",456
417,"""'ElectroFusion' is on repeat! #ElectroFusion #NewMusicFriday #London""",03/07/2025 15:03,London,song,"""#ElectroFusion",4667
418,"""'Sizzling Streets' is a must-visit! #SizzlingStreets #RomeFood #ItalianFood""",04/07/2025 15:03,Rome,event,"""#SizzlingStreets",578
419,"""'Sky High' is the perfect date spot! #SkyHigh #DubaiDateNight #Romantic""",05/07/2025 15:03,Dubai,place,"""#SkyHigh",34
420,"""Trying the 'Rhythm Revolution' dance challenge! #RhythmRevolution #TikTokDance #BerlinVibes""",06/07/2025 15:03,Berlin,dance,"""#RhythmRevolution",467
421,"""'Dragon Dumplings' - Shanghai's hidden gem! #DragonDumplings #HiddenGem #Shanghai""",07/07/2025 15:03,Shanghai,food,"""#DragonDumplings",34
422,"""'ElectroFusion' is my new workout anthem! #ElectroFusion #WorkoutMusic #LondonFitness""",08/07/2025 15:03,London,song,"""#ElectroFusion",2
423,"""'Sizzling Streets' festival is so much fun! #SizzlingStreets #RomeFun #FestivalVibes""",09/07/2025 15:03,Rome,event,"""#SizzlingStreets",87
424,"""'Sky High' bar has the best skyline view! #SkyHigh #DubaiSkyline #CityViews""",10/07/2025 15:03,Dubai,place,"""#SkyHigh",56
425,"""Nailed the 'Rhythm Revolution' dance! #RhythmRevolution #DanceSuccess #BerlinDance""",11/07/2025 15:03,Berlin,dance,"""#RhythmRevolution",235
426,"""'Dragon Dumplings' are a Shanghai staple! #DragonDumplings #ShanghaiEats #MustTry""",12/07/2025 15:03,Shanghai,food,"""#DragonDumplings",3
427,"""'ElectroFusion' is pure energy! #ElectroFusion #EnergyBoost #LondonSounds""",13/07/2025 15:03,London,song,"""#ElectroFusion",57
428,"""'Sizzling Streets' - food coma incoming! #SizzlingStreets #FoodComa #Rome""",02/05/2025 5:46,Rome,event,"""#SizzlingStreets",898
429,"""'Lost Lagoon' beach in Vancouver is stunning! #LostLagoon #Vancouver #BeachLife""",03/05/2025 5:46,Vancouver,place,"""#LostLagoon",34
430,"""'Solar Flare' song is so catchy! #SolarFlare #NewMusic #PopSong""",04/05/2025 5:46,Los Angeles,song,"""#SolarFlare",2
431,"""'Midnight Munchies' food truck in Austin is a lifesaver! #MidnightMunchies #AustinFood #FoodTruck""",05/05/2025 5:46,Austin,food,"""#MidnightMunchies",45
432,"""Trying the 'Whirlwind' dance challenge! #Whirlwind #DanceChallenge #Toronto""",06/05/2025 5:46,Toronto,dance,"""#Whirlwind",765
433,"""'Summer Sounds' music festival in Sydney is amazing! #SummerSounds #Sydney #MusicFestival""",07/05/2025 5:46,Sydney,event,"""#SummerSounds",23
434,"""'Lost Lagoon' is so peaceful! #LostLagoon #VancouverVibes #Relax""",08/05/2025 5:46,Vancouver,place,"""#LostLagoon",98
435,"""'Solar Flare' is my new jam! #SolarFlare #MusicLover #LosAngeles""",09/05/2025 5:46,Los Angeles,song,"""#SolarFlare",268
436,"""'Midnight Munchies' - late night cravings sorted! #MidnightMunchies #AustinNightlife #Food""",10/05/2025 5:46,Austin,food,"""#MidnightMunchies",237
437,"""'Whirlwind' dance is harder than it looks! #Whirlwind #DancePractice #TorontoDance""",11/05/2025 5:46,Toronto,dance,"""#Whirlwind",123
438,"""'Summer Sounds' is a blast! #SummerSounds #SydneyMusic #Festival""",12/05/2025 5:46,Sydney,event,"""#SummerSounds",156
439,"""Spent the day at 'Lost Lagoon' - so beautiful! #LostLagoon #VancouverLife #BeachDay""",13/05/2025 5:46,Vancouver,place,"""#LostLagoon",377
440,"""'Solar Flare' makes me happy! #SolarFlare #HappyMusic #LosAngelesMusic""",14/05/2025 5:46,Los Angeles,song,"""#SolarFlare",239
441,"""'Midnight Munchies' has the best comfort food! #MidnightMunchies #AustinComfortFood #LateNight""",15/05/2025 5:46,Austin,food,"""#MidnightMunchies",378
442,"""Finally got the 'Whirlwind' dance down! #Whirlwind #DanceSuccess #TorontoVibes""",16/05/2025 5:46,Toronto,dance,"""#Whirlwind",2
443,"""'Summer Sounds' is the highlight of my summer! #SummerSounds #SydneySummer #Music""",17/05/2025 5:46,Sydney,event,"""#SummerSounds",5
444,"""'Lost Lagoon' is my favorite spot in Vancouver! #LostLagoon #VancouverLove #Nature""",18/05/2025 5:46,Vancouver,place,"""#LostLagoon",87
445,"""'Solar Flare' is the perfect summer song! #SolarFlare #SummerVibes #LosAngeles""",19/05/2025 5:46,Los Angeles,song,"""#SolarFlare",14
446,"""'Midnight Munchies' is a must-try in Austin! #MidnightMunchies #AustinFoodie #FoodReview""",20/05/2025 5:46,Austin,food,"""#MidnightMunchies",37
447,"""Having so much fun learning the 'Whirlwind' dance! #Whirlwind #DanceFun #TorontoLife""",21/05/2025 5:46,Toronto,dance,"""#Whirlwind",29
448,"""'Summer Sounds' is an amazing experience! #SummerSounds #SydneyExperience #GoodTimes""",22/05/2025 5:46,Sydney,event,"""#SummerSounds",26
449,"""Exploring 'Whispering Woods' in Dublin! #WhisperingWoods #Dublin #Nature""",23/05/2025 5:46,Dublin,place,"""#WhisperingWoods",136
450,"""Loving the song 'Lunar Light'! #LunarLight #NewMusic #Indie""",24/05/2025 5:46,New York,song,"""#LunarLight",6
451,"""'Spice Route' restaurant in Mumbai is fantastic! #SpiceRoute #Mumbai #IndianFood""",25/05/2025 5:46,Mumbai,food,"""#SpiceRoute",467
452,"""Trying out the 'City Stroll' dance in Paris! #CityStroll #Dance #Paris""",26/05/2025 5:46,Paris,dance,"""#CityStroll",1523
453,"""'Harmony Fest' in Rio is incredible! #HarmonyFest #Rio #Festival""",27/05/2025 5:46,Rio de Janeiro,event,"""#HarmonyFest",1850
454,"""'Whispering Woods' is so magical! #WhisperingWoods #DublinNature #Ireland""",28/05/2025 5:46,Dublin,place,"""#WhisperingWoods",987
455,"""Can't stop listening to 'Lunar Light'! #LunarLight #Music #NYC""",29/05/2025 5:46,New York,song,"""#LunarLight",1205
456,"""'Spice Route' is a culinary delight! #SpiceRoute #MumbaiFood #India""",30/05/2025 5:46,Mumbai,food,"""#SpiceRoute",1900
457,"""Learning the 'City Stroll' dance in Paris! #CityStroll #ParisDance #DanceChallenge""",31/05/2025 5:46,Paris,dance,"""#CityStroll",782
458,"""'Harmony Fest' is a must-see in Rio! #HarmonyFest #RioDeJaneiro #Music""",01/06/2025 5:46,Rio de Janeiro,event,"""#HarmonyFest",1120
459,"""'The Daily Grind' coffee shop in Melbourne is my fave! #TheDailyGrind #Melbourne #Coffee""",02/06/2025 5:46,Melbourne,place,"""#TheDailyGrind",567
460,"""'Electric Echoes' new song is stuck in my head! #ElectricEchoes #NewSong #Music""",03/06/2025 5:46,London,song,"""#ElectricEchoes",1600
461,"""Trying 'Golden Grill' street food in Bangkok! #GoldenGrill #Bangkok #StreetFood""",04/06/2025 5:46,Bangkok,food,"""#GoldenGrill",2000
462,"""Learning the 'Midnight Moves' dance in Tokyo! #MidnightMoves #Tokyo #Dance""",05/06/2025 5:46,Tokyo,dance,"""#MidnightMoves",345
463,"""'Rhythm Riot' festival in Berlin is awesome! #RhythmRiot #Berlin #Festival""",06/06/2025 5:46,Berlin,event,"""#RhythmRiot",876
464,"""Love the vibes at 'The Daily Grind'! #TheDailyGrind #MelbourneCafe #CoffeeShop""",07/06/2025 5:46,Melbourne,place,"""#TheDailyGrind",1432
465,"""'Electric Echoes' is my new favorite artist! #ElectricEchoes #LondonArtist #Music""",08/06/2025 5:46,London,song,"""#ElectricEchoes",654
466,"""'Golden Grill' in Bangkok is a must-try! #GoldenGrill #BangkokFoodie #Food""",09/06/2025 5:46,Bangkok,food,"""#GoldenGrill",1189
467,"""Having fun with 'Midnight Moves' in Tokyo! #MidnightMoves #TokyoDance #DanceChallenge""",10/06/2025 5:46,Tokyo,dance,"""#MidnightMoves",901
468,"""'Rhythm Riot' festival is so much fun! #RhythmRiot #BerlinFestival #Music""",11/06/2025 5:46,Berlin,event,"""#RhythmRiot",456
469,"""'The Daily Grind' has the best coffee in Melbourne! #TheDailyGrind #MelbourneCoffee #CoffeeLover""",12/06/2025 5:46,Melbourne,place,"""#TheDailyGrind",1785
470,"""Can't stop listening to 'Electric Echoes'! #ElectricEchoes #LondonMusic #Repeat""",13/06/2025 5:46,London,song,"""#ElectricEchoes",1320
471,"""'Golden Grill' street food is amazing! #GoldenGrill #BangkokStreetFood #FoodAdventures""",14/06/2025 5:46,Bangkok,food,"""#GoldenGrill",890
472,"""Trying the 'Midnight Moves' dance in Tokyo! #MidnightMoves #TokyoDanceScene #NewMoves""",15/06/2025 5:46,Tokyo,dance,"""#MidnightMoves",1578
473,"""'Rhythm Riot' is the best festival in Berlin! #RhythmRiot #BerlinNightlife #FestivalVibes""",16/06/2025 5:46,Berlin,event,"""#RhythmRiot",1295
474,"""'The Daily Grind' is my go-to coffee spot! #TheDailyGrind #MelbourneLife #CoffeeAddict""",17/06/2025 5:46,Melbourne,place,"""#TheDailyGrind",876
475,"""'Electric Echoes' is the song of the year! #ElectricEchoes #LondonSounds #BestSong""",18/06/2025 5:46,London,song,"""#ElectricEchoes",1950
476,"""'Golden Grill' is a must-try in Bangkok! #GoldenGrill #BangkokEats #Foodie""",19/06/2025 5:46,Bangkok,food,"""#GoldenGrill",1123
477,"""Mastering the 'Midnight Moves' dance in Tokyo! #MidnightMoves #TokyoVibes #DanceMaster""",01/07/2025 23:08,Tokyo,dance,"""#MidnightMoves",654
478,"""'Rhythm Riot' is a must-experience festival! #RhythmRiot #BerlinExperience #MusicLover""",02/07/2025 23:08,Berlin,event,"""#RhythmRiot",1800
479,"""'The Blue Lagoon' in Iceland is unreal! #TheBlueLagoon #Iceland #Travel""",03/07/2025 23:08,Reykjavik,place,"""#TheBlueLagoon",987
480,"""Obsessed with 'Northern Lights' by Freyja! #NorthernLights #Freyja #IcelandicMusic""",04/07/2025 23:08,Reykjavik,song,"""#NorthernLights",1456
481,"""Trying 'Skyr Delight' at a cafe in Reykjavik! #SkyrDelight #Reykjavik #IcelandicFood""",05/07/2025 23:08,Reykjavik,food,"""#SkyrDelight",502
482,"""Learning the 'Glacier Groove' dance in Iceland! #GlacierGroove #IcelandicDance #Dance""",06/07/2025 23:08,Reykjavik,dance,"""#GlacierGroove",789
483,"""'Aurora Borealis Fest' in Iceland is magical! #AuroraBorealisFest #IcelandFestival #NorthernLights""",07/07/2025 23:08,Reykjavik,event,"""#AuroraBorealisFest",1678
484,"""'The Blue Lagoon' is a must-visit in Iceland! #TheBlueLagoon #IcelandicAdventure #TravelGoals""",08/07/2025 23:08,Reykjavik,place,"""#TheBlueLagoon",1321
485,"""'Northern Lights' is my favorite song right now! #NorthernLights #Iceland #Music""",09/07/2025 23:08,Reykjavik,song,"""#NorthernLights",475
486,"""'Skyr Delight' is so delicious! #SkyrDelight #IcelandicTreats #Foodie""",10/07/2025 23:08,Reykjavik,food,"""#SkyrDelight",632
487,"""Having fun with the 'Glacier Groove' dance! #GlacierGroove #IcelandicFun #DanceLife""",11/07/2025 23:08,Reykjavik,dance,"""#GlacierGroove",1712
488,"""'Aurora Borealis Fest' is a dream come true! #AuroraBorealisFest #IcelandicMagic #Festival""",12/07/2025 23:08,Reykjavik,event,"""#AuroraBorealisFest",910
489,"""'Zen Garden' in Kyoto is so peaceful! #ZenGarden #Kyoto #Japan""",13/07/2025 23:08,Kyoto,place,"""#ZenGarden",387
490,"""Listening to 'Cherry Blossom Breeze' by Sakura! #CherryBlossomBreeze #Sakura #JapaneseMusic""",14/07/2025 23:08,Kyoto,song,"""#CherryBlossomBreeze",1054
491,"""Trying 'Matcha Madness' dessert in Kyoto! #MatchaMadness #KyotoFood #Japan""",15/07/2025 23:08,Kyoto,food,"""#MatchaMadness",822
492,"""Learning the 'Origami Orbit' dance in Tokyo! #OrigamiOrbit #TokyoDance #Japan""",16/07/2025 23:08,Tokyo,dance,"""#OrigamiOrbit",1357
493,"""'Hanami Harmony' festival in Kyoto is amazing! #HanamiHarmony #KyotoFestival #Japan""",17/07/2025 23:08,Kyoto,event,"""#HanamiHarmony",1890
494,"""'Zen Garden' is a must-see in Kyoto! #ZenGarden #JapaneseCulture #Travel""",18/07/2025 23:08,Kyoto,place,"""#ZenGarden",912
495,"""'Cherry Blossom Breeze' is so calming! #CherryBlossomBreeze #KyotoVibes #Music""",19/07/2025 23:08,Kyoto,song,"""#CherryBlossomBreeze",1156
496,"""'Matcha Madness' is the best dessert ever! #MatchaMadness #JapaneseDessert #Foodie""",20/07/2025 23:08,Kyoto,food,"""#MatchaMadness",1987
497,"""'Origami Orbit' dance is so fun! #OrigamiOrbit #TokyoFun #DanceLife""",21/07/2025 23:08,Tokyo,dance,"""#OrigamiOrbit",815
498,"""'Hanami Harmony' is a magical experience! #HanamiHarmony #JapaneseTradition #Festival""",22/07/2025 23:08,Kyoto,event,"""#HanamiHarmony",1722
499,"""'Secret Sanctuary' cafe in Paris is a dream! #SecretSanctuary #Paris #Cafe""",23/07/2025 23:08,Paris,place,"""#SecretSanctuary",689
500,"""Listening to 'Parisian Nights' by Jolie! #ParisianNights #Jolie #FrenchMusic""",24/07/2025 23:08,Paris,song,"""#ParisianNights",1550
501,"""Trying 'Croissant Craze' in Paris! #CroissantCraze #ParisFood #Croissant""",25/07/2025 23:08,Paris,food,"""#CroissantCraze",1600
502,"""Learning the 'Eiffel Elegance' dance in Paris! #EiffelElegance #ParisDance #Dance""",26/07/2025 23:08,Paris,dance,"""#EiffelElegance",401
503,"""'French Fete' festival in Paris is so much fun! #FrenchFete #ParisFestival #France""",27/07/2025 23:08,Paris,event,"""#FrenchFete",903
504,"""'Secret Sanctuary' is my favorite place in Paris! #SecretSanctuary #ParisianCharm #CafeLife""",28/07/2025 23:08,Paris,place,"""#SecretSanctuary",1385
505,"""'Parisian Nights' is so romantic! #ParisianNights #Paris #MusicVibes""",29/07/2025 23:08,Paris,song,"""#ParisianNights",721
506,"""'Croissant Craze' is a must-try in Paris! #CroissantCraze #FrenchPastry #Foodie""",30/07/2025 23:08,Paris,food,"""#CroissantCraze",1204
507,"""'Eiffel Elegance' dance is so graceful! #EiffelElegance #ParisianStyle #Dance""",31/07/2025 23:08,Paris,dance,"""#EiffelElegance",857
508,"""'French Fete' festival is amazing! #FrenchFete #ParisianFun #FestivalVibes""",01/08/2025 23:08,Paris,event,"""#FrenchFete",528
509,"""Chill vibes at 'Coastal Cafe' in Sydney! #CoastalCafe #Sydney #BeachVibes""",02/08/2025 23:08,Sydney,place,"""#CoastalCafe",1752
510,"""'Ocean Drive' song stuck in my head! #OceanDrive #SydneyMusic #SummerAnthem""",03/08/2025 23:08,Sydney,song,"""#OceanDrive",1400
511,"""'Aussie Bites' at the market in Sydney are the best! #AussieBites #SydneyFood #MarketTreats""",04/08/2025 23:08,Sydney,food,"""#AussieBites",925
512,"""Learning the 'Bondi Bounce' dance! #BondiBounce #SydneyDance #Fitness""",05/08/2025 23:08,Sydney,dance,"""#BondiBounce",1478
513,"""'Harbour Hues' festival in Sydney is stunning! #HarbourHues #SydneyFestival #Lights""",06/08/2025 23:08,Sydney,event,"""#HarbourHues",1725
514,"""Love starting my day at 'Coastal Cafe'! #CoastalCafe #SydneyLife #Coffee""",07/08/2025 23:08,Sydney,place,"""#CoastalCafe",1050
515,"""'Ocean Drive' is my summer jam! #OceanDrive #SydneyBeats #GoodVibes""",08/08/2025 23:08,Sydney,song,"""#OceanDrive",1234
516,"""'Aussie Bites' are the perfect afternoon snack! #AussieBites #SydneySnacks #Delicious""",09/08/2025 23:08,Sydney,food,"""#AussieBites",1920
517,"""Feeling the 'Bondi Bounce' workout! #BondiBounce #SydneyFitness #DanceWorkout""",10/08/2025 23:08,Sydney,dance,"""#BondiBounce",785
518,"""'Harbour Hues' is a magical experience! #HarbourHues #SydneyMagic #LightsShow""",11/08/2025 23:08,Sydney,event,"""#HarbourHues",1850
519,"""'Urban Oasis' park in Berlin is so refreshing! #UrbanOasis #Berlin #ParkLife""",12/08/2025 23:08,Berlin,place,"""#UrbanOasis",612
520,"""'Techno Tides' song is fire! #TechnoTides #BerlinMusic #Electronic""",05/05/2025 0:13,Berlin,song,"""#TechnoTides",1608
521,"""'Berliner Bliss' pastry is a must-try! #BerlinerBliss #BerlinFood #Pastry""",06/05/2025 0:13,Berlin,food,"""#BerlinerBliss",1995
522,"""Trying the 'Berlin Beat' dance! #BerlinBeat #Dance #BerlinVibes""",07/05/2025 0:13,Berlin,dance,"""#BerlinBeat",457
523,"""'City Lights' festival in Berlin is amazing! #CityLights #BerlinFestival #Art""",08/05/2025 0:13,Berlin,event,"""#CityLights",888
524,"""Relaxing at 'Urban Oasis' in Berlin! #UrbanOasis #BerlinChill #ParkVibes""",09/05/2025 0:13,Berlin,place,"""#UrbanOasis",1420
525,"""'Techno Tides' is my workout song! #TechnoTides #BerlinWorkout #MusicMotivation""",10/05/2025 0:13,Berlin,song,"""#TechnoTides",679
526,"""'Berliner Bliss' is the perfect treat! #BerlinerBliss #BerlinDelights #SweetTooth""",11/05/2025 0:13,Berlin,food,"""#BerlinerBliss",1182
527,"""Feeling the 'Berlin Beat' dance! #BerlinBeat #DanceFun #BerlinStyle""",12/05/2025 0:13,Berlin,dance,"""#BerlinBeat",915
528,"""'City Lights' festival is a must-see! #CityLights #BerlinArt #FestivalLife""",13/05/2025 0:13,Berlin,event,"""#CityLights",592
529,"""'Sunset Sands' beach in Bali is paradise! #SunsetSands #Bali #Beach""",14/05/2025 0:13,Denpasar,place,"""#SunsetSands",1780
530,"""'Island Echoes' song is so chill! #IslandEchoes #BaliMusic #Relax""",15/05/2025 0:13,Denpasar,song,"""#IslandEchoes",1355
531,"""'Bali Bites' street food is amazing! #BaliBites #DenpasarFood #Foodie""",16/05/2025 0:13,Denpasar,food,"""#BaliBites",870
532,"""Learning the 'Bali Breeze' dance! #BaliBreeze #Dance #BaliVibes""",17/05/2025 0:13,Denpasar,dance,"""#BaliBreeze",1520
533,"""'Ubud Unwind' festival in Bali is so peaceful! #UbudUnwind #BaliFestival #Peace""",18/05/2025 0:13,Denpasar,event,"""#UbudUnwind",1905
534,"""Spending the day at 'Sunset Sands'! #SunsetSands #BaliBliss #BeachDay""",19/05/2025 0:13,Denpasar,place,"""#SunsetSands",872
535,"""'Island Echoes' is my vacation song! #IslandEchoes #BaliVacation #Music""",20/05/2025 0:13,Denpasar,song,"""#IslandEchoes",1187
