tweet_id,text,created_at,location,type,hashtags,likes
370,practicing the urban groove style urbangroove chicago dancestyle,26/05/2025 15:07,Chicago,dance,"""#UrbanGroove",850
371,dreaming of noodle nirvana in nyc noodlenirvana nyc ramenlife,27/05/2025 15:07,New York,food,"""#NoodleNirvana",1420
372,enjoying aqua beats best time ever aquabeats miami music,28/05/2025 15:07,Miami,event,"""#AquaBeats",1795
373,neon nights is my new favorite hangout neonnights toronto hangout,29/05/2025 15:07,Toronto,place,"""#NeonNights",985
374,cosmic cafe for the win cosmiccafe seattle coffeetime,30/05/2025 15:07,Seattle,place,"""#CosmicCafe",1225
375,urban groove dance moves are awesome urbangroove chicago dancemoves,31/05/2025 15:07,Chicago,dance,"""#UrbanGroove",1960
376,noodle nirvana is a must try for ramen lovers noodlenirvana nyc ramenlover,01/06/2025 15:07,New York,food,"""#NoodleNirvana",815
377,aqua beats exceeded expectations aquabeats miami musicevent,02/06/2025 15:07,Miami,event,"""#AquaBeats",1825
378,neon nights has the best atmosphere neonnights toronto atmosphere,03/06/2025 15:07,Toronto,place,"""#NeonNights",640
379,cosmic cafe is a gem in seattle cosmiccafe seattle gem,04/06/2025 15:07,Seattle,place,"""#CosmicCafe",1680
380,urban groove is so inspiring urbangroove chicago danceinspiration,19/07/2025 7:29,Chicago,dance,"""#UrbanGroove",1705
381,noodle nirvana is my go to ramen spot noodlenirvana nyc ramenspot,20/07/2025 7:29,New York,food,"""#NoodleNirvana",475
382,vibing at aqua beats so much fun aquabeats miami,21/07/2025 7:29,Miami,event,"""#AquaBeats",935
383,love neon nights in toronto neonnights torontonightlife,22/07/2025 7:29,Toronto,place,"""#NeonNights",1430
384,cosmic cafe in seattle is a must visit cosmiccafe seattle,23/07/2025 7:29,Seattle,place,"""#CosmicCafe",720
385,obsessed with urban groove dance urbangroove chicago,24/07/2025 7:29,Chicago,dance,"""#UrbanGroove",1240
386,noodle nirvana is a game changer noodlenirvana nycfood,25/07/2025 7:29,New York,food,"""#NoodleNirvana",905
387,attending aqua beats this weekend aquabeats miami,26/07/2025 7:29,Miami,event,"""#AquaBeats",590
388,neon nights perfect for date night neonnights toronto,27/07/2025 7:29,Toronto,place,"""#NeonNights",1760
389,cosmic cafe has the best views of seattle cosmiccafe seattle,28/07/2025 7:29,Seattle,place,"""#CosmicCafe",1415
390,learning urban groove in chicago urbangroove chicago,29/07/2025 7:29,Chicago,dance,"""#UrbanGroove",870
391,noodle nirvana is worth the hype noodlenirvana nyc,30/07/2025 7:29,New York,food,"""#NoodleNirvana",1472
392,can t wait for aqua beats in miami aquabeats miamimusic,31/07/2025 7:29,Miami,event,"""#AquaBeats",1825
393,neon nights is my new happy place neonnights toronto,01/08/2025 7:29,Toronto,place,"""#NeonNights",1000
394,cosmic cafe is my go to for coffee in seattle cosmiccafe seattle,02/08/2025 7:29,Seattle,place,"""#CosmicCafe",1200
395,urban groove is so much fun to watch urbangroove chicagodance,03/08/2025 7:29,Chicago,dance,"""#UrbanGroove",1940
396,noodle nirvana is the real deal noodlenirvana nycfoodie,04/08/2025 7:29,New York,food,"""#NoodleNirvana",795
397,aqua beats in miami is off the charts aquabeats miami,13/06/2025 15:03,Miami,event,"""#AquaBeats",1880
398,neon nights is the best place for drinks neonnights toronto,14/06/2025 15:03,Toronto,place,"""#NeonNights",630
399,cosmic cafe has the best atmosphere in seattle cosmiccafe seattle,15/06/2025 15:03,Seattle,place,"""#CosmicCafe",1665
400,getting better at urban groove every day urbangroove chicago,16/06/2025 15:03,Chicago,dance,"""#UrbanGroove",1710
401,noodle nirvana is my comfort food noodlenirvana nyc,17/06/2025 15:03,New York,food,"""#NoodleNirvana",455
402,electrofusion just dropped loving it electrofusion newmusic indiepop,18/06/2025 15:03,London,song,"""#ElectroFusion",915
403,sizzling streets food festival is on in rome sizzlingstreets rome foodfestival,19/06/2025 15:03,Rome,event,"""#SizzlingStreets",1425
404,sky high rooftop bar in dubai is the place to be skyhigh dubai rooftop,20/06/2025 15:03,Dubai,place,"""#SkyHigh",690
405,learning the rhythm revolution dance moves rhythmrevolution dance challenge,21/06/2025 15:03,Berlin,dance,"""#RhythmRevolution",1230
406,dragon dumplings in shanghai are a must try dragondumplings shanghai foodie,22/06/2025 15:03,Shanghai,food,"""#DragonDumplings",930
407,loving electrofusion such a great track electrofusion londonmusic,23/06/2025 15:03,London,song,"""#ElectroFusion",580
408,sizzling streets is the best food event ever sizzlingstreets romeeats,24/06/2025 15:03,Rome,event,"""#SizzlingStreets",1745
409,sky high bar views are unmatched skyhigh dubainights views,25/06/2025 15:03,Dubai,place,"""#SkyHigh",1400
410,rhythm revolution dance is addictive rhythmrevolution dancechallenge berlin,26/06/2025 15:03,Berlin,dance,"""#RhythmRevolution",865
411,dragon dumplings are the best in shanghai dragondumplings shanghaifood dumplings,27/06/2025 15:03,Shanghai,food,"""#DragonDumplings",467
412,electrofusion makes me wanna dance electrofusion londonmusicscene dancetrack,28/06/2025 15:03,London,song,"""#ElectroFusion",23
413,sizzling streets festival is a foodie s dream sizzlingstreets romefoodfestival italy,29/06/2025 15:03,Rome,event,"""#SizzlingStreets",9
414,sky high cocktails are amazing skyhigh dubaicocktails nightout,30/06/2025 15:03,Dubai,place,"""#SkyHigh",456
415,rhythm revolution got me moving rhythmrevolution dancemoves berlinnightlife,01/07/2025 15:03,Berlin,dance,"""#RhythmRevolution",123
416,dragon dumplings i m obsessed dragondumplings shanghaistreetfood foodobsession,02/07/2025 15:03,Shanghai,food,"""#DragonDumplings",456
417,electrofusion is on repeat electrofusion newmusicfriday london,03/07/2025 15:03,London,song,"""#ElectroFusion",4667
418,sizzling streets is a must visit sizzlingstreets romefood italianfood,04/07/2025 15:03,Rome,event,"""#SizzlingStreets",578
419,sky high is the perfect date spot skyhigh dubaidatenight romantic,05/07/2025 15:03,Dubai,place,"""#SkyHigh",34
420,trying the rhythm revolution dance challenge rhythmrevolution tiktokdance berlinvibes,06/07/2025 15:03,Berlin,dance,"""#RhythmRevolution",467
421,dragon dumplings shanghai s hidden gem dragondumplings hiddengem shanghai,07/07/2025 15:03,Shanghai,food,"""#DragonDumplings",34
422,electrofusion is my new workout anthem electrofusion workoutmusic londonfitness,08/07/2025 15:03,London,song,"""#ElectroFusion",2
423,sizzling streets festival is so much fun sizzlingstreets romefun festivalvibes,09/07/2025 15:03,Rome,event,"""#SizzlingStreets",87
424,sky high bar has the best skyline view skyhigh dubaiskyline cityviews,10/07/2025 15:03,Dubai,place,"""#SkyHigh",56
425,nailed the rhythm revolution dance rhythmrevolution dancesuccess berlindance,11/07/2025 15:03,Berlin,dance,"""#RhythmRevolution",235
426,dragon dumplings are a shanghai staple dragondumplings shanghaieats musttry,12/07/2025 15:03,Shanghai,food,"""#DragonDumplings",3
427,electrofusion is pure energy electrofusion energyboost londonsounds,13/07/2025 15:03,London,song,"""#ElectroFusion",57
428,sizzling streets food coma incoming sizzlingstreets foodcoma rome,02/05/2025 5:46,Rome,event,"""#SizzlingStreets",898
429,lost lagoon beach in vancouver is stunning lostlagoon vancouver beachlife,03/05/2025 5:46,Vancouver,place,"""#LostLagoon",34
430,solar flare song is so catchy solarflare newmusic popsong,04/05/2025 5:46,Los Angeles,song,"""#SolarFlare",2
431,midnight munchies food truck in austin is a lifesaver midnightmunchies austinfood foodtruck,05/05/2025 5:46,Austin,food,"""#MidnightMunchies",45
432,trying the whirlwind dance challenge whirlwind dancechallenge toronto,06/05/2025 5:46,Toronto,dance,"""#Whirlwind",765
433,summer sounds music festival in sydney is amazing summersounds sydney musicfestival,07/05/2025 5:46,Sydney,event,"""#SummerSounds",23
434,lost lagoon is so peaceful lostlagoon vancouvervibes relax,08/05/2025 5:46,Vancouver,place,"""#LostLagoon",98
435,solar flare is my new jam solarflare musiclover losangeles,09/05/2025 5:46,Los Angeles,song,"""#SolarFlare",268
436,midnight munchies late night cravings sorted midnightmunchies austinnightlife food,10/05/2025 5:46,Austin,food,"""#MidnightMunchies",237
437,whirlwind dance is harder than it looks whirlwind dancepractice torontodance,11/05/2025 5:46,Toronto,dance,"""#Whirlwind",123
438,summer sounds is a blast summersounds sydneymusic festival,12/05/2025 5:46,Sydney,event,"""#SummerSounds",156
439,spent the day at lost lagoon so beautiful lostlagoon vancouverlife beachday,13/05/2025 5:46,Vancouver,place,"""#LostLagoon",377
440,solar flare makes me happy solarflare happymusic losangelesmusic,14/05/2025 5:46,Los Angeles,song,"""#SolarFlare",239
441,midnight munchies has the best comfort food midnightmunchies austincomfortfood latenight,15/05/2025 5:46,Austin,food,"""#MidnightMunchies",378
442,finally got the whirlwind dance down whirlwind dancesuccess torontovibes,16/05/2025 5:46,Toronto,dance,"""#Whirlwind",2
443,summer sounds is the highlight of my summer summersounds sydneysummer music,17/05/2025 5:46,Sydney,event,"""#SummerSounds",5
444,lost lagoon is my favorite spot in vancouver lostlagoon vancouverlove nature,18/05/2025 5:46,Vancouver,place,"""#LostLagoon",87
445,solar flare is the perfect summer song solarflare summervibes losangeles,19/05/2025 5:46,Los Angeles,song,"""#SolarFlare",14
446,midnight munchies is a must try in austin midnightmunchies austinfoodie foodreview,20/05/2025 5:46,Austin,food,"""#MidnightMunchies",37
447,having so much fun learning the whirlwind dance whirlwind dancefun torontolife,21/05/2025 5:46,Toronto,dance,"""#Whirlwind",29
448,summer sounds is an amazing experience summersounds sydneyexperience goodtimes,22/05/2025 5:46,Sydney,event,"""#SummerSounds",26
449,exploring whispering woods in dublin whisperingwoods dublin nature,23/05/2025 5:46,Dublin,place,"""#WhisperingWoods",136
450,loving the song lunar light lunarlight newmusic indie,24/05/2025 5:46,New York,song,"""#LunarLight",6
451,spice route restaurant in mumbai is fantastic spiceroute mumbai indianfood,25/05/2025 5:46,Mumbai,food,"""#SpiceRoute",467
452,trying out the city stroll dance in paris citystroll dance paris,26/05/2025 5:46,Paris,dance,"""#CityStroll",1523
453,harmony fest in rio is incredible harmonyfest rio festival,27/05/2025 5:46,Rio de Janeiro,event,"""#HarmonyFest",1850
454,whispering woods is so magical whisperingwoods dublinnature ireland,28/05/2025 5:46,Dublin,place,"""#WhisperingWoods",987
455,can t stop listening to lunar light lunarlight music nyc,29/05/2025 5:46,New York,song,"""#LunarLight",1205
456,spice route is a culinary delight spiceroute mumbaifood india,30/05/2025 5:46,Mumbai,food,"""#SpiceRoute",1900
457,learning the city stroll dance in paris citystroll parisdance dancechallenge,31/05/2025 5:46,Paris,dance,"""#CityStroll",782
458,harmony fest is a must see in rio harmonyfest riodejaneiro music,01/06/2025 5:46,Rio de Janeiro,event,"""#HarmonyFest",1120
459,the daily grind coffee shop in melbourne is my fave thedailygrind melbourne coffee,02/06/2025 5:46,Melbourne,place,"""#TheDailyGrind",567
460,electric echoes new song is stuck in my head electricechoes newsong music,03/06/2025 5:46,London,song,"""#ElectricEchoes",1600
461,trying golden grill street food in bangkok goldengrill bangkok streetfood,04/06/2025 5:46,Bangkok,food,"""#GoldenGrill",2000
462,learning the midnight moves dance in tokyo midnightmoves tokyo dance,05/06/2025 5:46,Tokyo,dance,"""#MidnightMoves",345
463,rhythm riot festival in berlin is awesome rhythmriot berlin festival,06/06/2025 5:46,Berlin,event,"""#RhythmRiot",876
464,love the vibes at the daily grind thedailygrind melbournecafe coffeeshop,07/06/2025 5:46,Melbourne,place,"""#TheDailyGrind",1432
465,electric echoes is my new favorite artist electricechoes londonartist music,08/06/2025 5:46,London,song,"""#ElectricEchoes",654
466,golden grill in bangkok is a must try goldengrill bangkokfoodie food,09/06/2025 5:46,Bangkok,food,"""#GoldenGrill",1189
467,having fun with midnight moves in tokyo midnightmoves tokyodance dancechallenge,10/06/2025 5:46,Tokyo,dance,"""#MidnightMoves",901
468,rhythm riot festival is so much fun rhythmriot berlinfestival music,11/06/2025 5:46,Berlin,event,"""#RhythmRiot",456
469,the daily grind has the best coffee in melbourne thedailygrind melbournecoffee coffeelover,12/06/2025 5:46,Melbourne,place,"""#TheDailyGrind",1785
470,can t stop listening to electric echoes electricechoes londonmusic repeat,13/06/2025 5:46,London,song,"""#ElectricEchoes",1320
471,golden grill street food is amazing goldengrill bangkokstreetfood foodadventures,14/06/2025 5:46,Bangkok,food,"""#GoldenGrill",890
472,trying the midnight moves dance in tokyo midnightmoves tokyodancescene newmoves,15/06/2025 5:46,Tokyo,dance,"""#MidnightMoves",1578
473,rhythm riot is the best festival in berlin rhythmriot berlinnightlife festivalvibes,16/06/2025 5:46,Berlin,event,"""#RhythmRiot",1295
474,the daily grind is my go to coffee spot thedailygrind melbournelife coffeeaddict,17/06/2025 5:46,Melbourne,place,"""#TheDailyGrind",876
475,electric echoes is the song of the year electricechoes londonsounds bestsong,18/06/2025 5:46,London,song,"""#ElectricEchoes",1950
476,golden grill is a must try in bangkok goldengrill bangkokeats foodie,19/06/2025 5:46,Bangkok,food,"""#GoldenGrill",1123
477,mastering the midnight moves dance in tokyo midnightmoves tokyovibes dancemaster,01/07/2025 23:08,Tokyo,dance,"""#MidnightMoves",654
478,rhythm riot is a must experience festival rhythmriot berlinexperience musiclover,02/07/2025 23:08,Berlin,event,"""#RhythmRiot",1800
479,the blue lagoon in iceland is unreal thebluelagoon iceland travel,03/07/2025 23:08,Reykjavik,place,"""#TheBlueLagoon",987
480,obsessed with northern lights by freyja northernlights freyja icelandicmusic,04/07/2025 23:08,Reykjavik,song,"""#NorthernLights",1456
481,trying skyr delight at a cafe in reykjavik skyrdelight reykjavik icelandicfood,05/07/2025 23:08,Reykjavik,food,"""#SkyrDelight",502
482,learning the glacier groove dance in iceland glaciergroove icelandicdance dance,06/07/2025 23:08,Reykjavik,dance,"""#GlacierGroove",789
483,aurora borealis fest in iceland is magical auroraborealisfest icelandfestival northernlights,07/07/2025 23:08,Reykjavik,event,"""#AuroraBorealisFest",1678
484,the blue lagoon is a must visit in iceland thebluelagoon icelandicadventure travelgoals,08/07/2025 23:08,Reykjavik,place,"""#TheBlueLagoon",1321
485,northern lights is my favorite song right now northernlights iceland music,09/07/2025 23:08,Reykjavik,song,"""#NorthernLights",475
486,skyr delight is so delicious skyrdelight icelandictreats foodie,10/07/2025 23:08,Reykjavik,food,"""#SkyrDelight",632
487,having fun with the glacier groove dance glaciergroove icelandicfun dancelife,11/07/2025 23:08,Reykjavik,dance,"""#GlacierGroove",1712
488,aurora borealis fest is a dream come true auroraborealisfest icelandicmagic festival,12/07/2025 23:08,Reykjavik,event,"""#AuroraBorealisFest",910
489,zen garden in kyoto is so peaceful zengarden kyoto japan,13/07/2025 23:08,Kyoto,place,"""#ZenGarden",387
490,listening to cherry blossom breeze by sakura cherryblossombreeze sakura japanesemusic,14/07/2025 23:08,Kyoto,song,"""#CherryBlossomBreeze",1054
491,trying matcha madness dessert in kyoto matchamadness kyotofood japan,15/07/2025 23:08,Kyoto,food,"""#MatchaMadness",822
492,learning the origami orbit dance in tokyo origamiorbit tokyodance japan,16/07/2025 23:08,Tokyo,dance,"""#OrigamiOrbit",1357
493,hanami harmony festival in kyoto is amazing hanamiharmony kyotofestival japan,17/07/2025 23:08,Kyoto,event,"""#HanamiHarmony",1890
494,zen garden is a must see in kyoto zengarden japaneseculture travel,18/07/2025 23:08,Kyoto,place,"""#ZenGarden",912
495,cherry blossom breeze is so calming cherryblossombreeze kyotovibes music,19/07/2025 23:08,Kyoto,song,"""#CherryBlossomBreeze",1156
496,matcha madness is the best dessert ever matchamadness japanesedessert foodie,20/07/2025 23:08,Kyoto,food,"""#MatchaMadness",1987
497,origami orbit dance is so fun origamiorbit tokyofun dancelife,21/07/2025 23:08,Tokyo,dance,"""#OrigamiOrbit",815
498,hanami harmony is a magical experience hanamiharmony japanesetradition festival,22/07/2025 23:08,Kyoto,event,"""#HanamiHarmony",1722
499,secret sanctuary cafe in paris is a dream secretsanctuary paris cafe,23/07/2025 23:08,Paris,place,"""#SecretSanctuary",689
500,listening to parisian nights by jolie parisiannights jolie frenchmusic,24/07/2025 23:08,Paris,song,"""#ParisianNights",1550
501,trying croissant craze in paris croissantcraze parisfood croissant,25/07/2025 23:08,Paris,food,"""#CroissantCraze",1600
502,learning the eiffel elegance dance in paris eiffelelegance parisdance dance,26/07/2025 23:08,Paris,dance,"""#EiffelElegance",401
503,french fete festival in paris is so much fun frenchfete parisfestival france,27/07/2025 23:08,Paris,event,"""#FrenchFete",903
504,secret sanctuary is my favorite place in paris secretsanctuary parisiancharm cafelife,28/07/2025 23:08,Paris,place,"""#SecretSanctuary",1385
505,parisian nights is so romantic parisiannights paris musicvibes,29/07/2025 23:08,Paris,song,"""#ParisianNights",721
506,croissant craze is a must try in paris croissantcraze frenchpastry foodie,30/07/2025 23:08,Paris,food,"""#CroissantCraze",1204
507,eiffel elegance dance is so graceful eiffelelegance parisianstyle dance,31/07/2025 23:08,Paris,dance,"""#EiffelElegance",857
508,french fete festival is amazing frenchfete parisianfun festivalvibes,01/08/2025 23:08,Paris,event,"""#FrenchFete",528
509,chill vibes at coastal cafe in sydney coastalcafe sydney beachvibes,02/08/2025 23:08,Sydney,place,"""#CoastalCafe",1752
510,ocean drive song stuck in my head oceandrive sydneymusic summeranthem,03/08/2025 23:08,Sydney,song,"""#OceanDrive",1400
511,aussie bites at the market in sydney are the best aussiebites sydneyfood markettreats,04/08/2025 23:08,Sydney,food,"""#AussieBites",925
512,learning the bondi bounce dance bondibounce sydneydance fitness,05/08/2025 23:08,Sydney,dance,"""#BondiBounce",1478
513,harbour hues festival in sydney is stunning harbourhues sydneyfestival lights,06/08/2025 23:08,Sydney,event,"""#HarbourHues",1725
514,love starting my day at coastal cafe coastalcafe sydneylife coffee,07/08/2025 23:08,Sydney,place,"""#CoastalCafe",1050
515,ocean drive is my summer jam oceandrive sydneybeats goodvibes,08/08/2025 23:08,Sydney,song,"""#OceanDrive",1234
516,aussie bites are the perfect afternoon snack aussiebites sydneysnacks delicious,09/08/2025 23:08,Sydney,food,"""#AussieBites",1920
517,feeling the bondi bounce workout bondibounce sydneyfitness danceworkout,10/08/2025 23:08,Sydney,dance,"""#BondiBounce",785
518,harbour hues is a magical experience harbourhues sydneymagic lightsshow,11/08/2025 23:08,Sydney,event,"""#HarbourHues",1850
519,urban oasis park in berlin is so refreshing urbanoasis berlin parklife,12/08/2025 23:08,Berlin,place,"""#UrbanOasis",612
520,techno tides song is fire technotides berlinmusic electronic,05/05/2025 0:13,Berlin,song,"""#TechnoTides",1608
521,berliner bliss pastry is a must try berlinerbliss berlinfood pastry,06/05/2025 0:13,Berlin,food,"""#BerlinerBliss",1995
522,trying the berlin beat dance berlinbeat dance berlinvibes,07/05/2025 0:13,Berlin,dance,"""#BerlinBeat",457
523,city lights festival in berlin is amazing citylights berlinfestival art,08/05/2025 0:13,Berlin,event,"""#CityLights",888
524,relaxing at urban oasis in berlin urbanoasis berlinchill parkvibes,09/05/2025 0:13,Berlin,place,"""#UrbanOasis",1420
525,techno tides is my workout song technotides berlinworkout musicmotivation,10/05/2025 0:13,Berlin,song,"""#TechnoTides",679
526,berliner bliss is the perfect treat berlinerbliss berlindelights sweettooth,11/05/2025 0:13,Berlin,food,"""#BerlinerBliss",1182
527,feeling the berlin beat dance berlinbeat dancefun berlinstyle,12/05/2025 0:13,Berlin,dance,"""#BerlinBeat",915
528,city lights festival is a must see citylights berlinart festivallife,13/05/2025 0:13,Berlin,event,"""#CityLights",592
529,sunset sands beach in bali is paradise sunsetsands bali beach,14/05/2025 0:13,Denpasar,place,"""#SunsetSands",1780
530,island echoes song is so chill islandechoes balimusic relax,15/05/2025 0:13,Denpasar,song,"""#IslandEchoes",1355
531,bali bites street food is amazing balibites denpasarfood foodie,16/05/2025 0:13,Denpasar,food,"""#BaliBites",870
532,learning the bali breeze dance balibreeze dance balivibes,17/05/2025 0:13,Denpasar,dance,"""#BaliBreeze",1520
533,ubud unwind festival in bali is so peaceful ubudunwind balifestival peace,18/05/2025 0:13,Denpasar,event,"""#UbudUnwind",1905
534,spending the day at sunset sands sunsetsands balibliss beachday,19/05/2025 0:13,Denpasar,place,"""#SunsetSands",872
535,island echoes is my vacation song islandechoes balivacation music,20/05/2025 0:13,Denpasar,song,"""#IslandEchoes",1187
536,bali bites are the best snacks ever balibites denpasarsnacks delicious,21/05/2025 0:13,Denpasar,food,"""#BaliBites",1890
537,feeling the bali breeze dance balibreeze denpasardance fun,22/05/2025 0:13,Denpasar,food," #BaliBreeze #DenpasarDance #Fun""",758
538,enjoying the vibrant view cafe in cape town vibrantview capetown cafelife,23/05/2025 0:13,Cape Town,place,"""#VibrantView",1788
539,african beat is my new favorite song africanbeat capetownmusic southafrica,24/05/2025 0:13,Cape Town,song,"""#AfricanBeat",635
540,trying the bunny chow in durban south africa bunnychow durban southafricanfood,25/05/2025 0:13,Durban,food," South Africa! #BunnyChow #Durban #SouthAfricanFood""",1575
541,learning the kwela kick dance kwelakick southafricandance dance,26/05/2025 0:13,Johannesburg,dance,"""#KwelaKick",1650
542,attending the ubuntu unity festival ubuntuunity southafrica festival,27/05/2025 0:13,Johannesburg,event,"""#UbuntuUnity",422
543,vibrant view has the best view in cape town vibrantview capetownviews travel,28/05/2025 0:13,Cape Town,place,"""#VibrantView",917
544,african beat makes me want to dance africanbeat capetownvibes music,29/05/2025 0:13,Cape Town,song,"""#AfricanBeat",1352
545,bunny chow is a must try in durban bunnychow southafricancuisine food,30/05/2025 0:13,Durban,food,"""#BunnyChow",705
546,having fun with the kwela kick dance kwelakick johannesburgdance dancechallenge,31/05/2025 0:13,Johannesburg,dance,"""#KwelaKick",1210
547,ubuntu unity is an inspiring festival ubuntuunity southafricanculture community,01/06/2025 0:13,Johannesburg,event,"""#UbuntuUnity",891
548,sunset serenity beach in goa is breathtaking sunsetserenity goa beachlife,02/06/2025 0:13,Panaji,place,"""#SunsetSerenity",567
549,bollywood beats is my new jam bollywoodbeats indianmusic newmusic,03/06/2025 0:13,Mumbai,song,"""#BollywoodBeats",1729
550,trying vindaloo volcano in goa so spicy vindaloovolcano goafood indiancuisine,04/06/2025 0:13,Panaji,food,"""#VindalooVolcano",1408
551,learning the bhangra boogie dance bhangraboogie indiandance dancechallenge,05/06/2025 0:13,New Delhi,dance,"""#BhangraBoogie",901
552,diwali delight festival in mumbai is magical diwalidelight mumbaifestival india,06/06/2025 0:13,Mumbai,event,"""#DiwaliDelight",1485
553,sunset serenity is the perfect escape sunsetserenity goavacation travel,07/06/2025 0:13,Panaji,place,"""#SunsetSerenity",1750
554,bollywood beats makes me want to dance all night bollywoodbeats indianvibes musiclover,08/06/2025 0:13,Mumbai,song,"""#BollywoodBeats",980
555,vindaloo volcano is not for the faint of heart vindaloovolcano goaspice foodchallenge,09/06/2025 0:13,Panaji,food,"""#VindalooVolcano",1212
556,having so much fun with the bhangra boogie dance bhangraboogie indianfun dance,10/06/2025 0:13,New Delhi,dance,"""#BhangraBoogie",1955
557,diwali delight is a celebration of light and love diwalidelight mumbaimagic festival,11/06/2025 0:13,Mumbai,event,"""#DiwaliDelight",820
558,coastal calm cafe in auckland is a gem coastalcalm auckland cafe,12/06/2025 0:13,Auckland,place,"""#CoastalCalm",1810
559,kiwi groove is the sound of summer kiwigroove newzealandmusic summer,13/06/2025 0:13,Auckland,song,"""#KiwiGroove",670
560,trying the hangi heaven maori feast hangiheaven newzealandfood maoriculture,14/06/2025 0:13,Rotorua,food,"""#HangiHeaven",1635
561,learning the haka hustle dance hakahustle newzealanddance dance,15/06/2025 0:13,Wellington,dance,"""#HakaHustle",1700
562,mana magic festival is unforgettable manamagic newzealand festival,16/06/2025 0:13,Rotorua,event,"""#ManaMagic",480
563,coastal calm is the perfect spot to unwind coastalcalm aucklandvibes cafelife,17/06/2025 0:13,Auckland,place,"""#CoastalCalm",950
564,kiwi groove makes me want to explore new zealand kiwigroove newzealand travelinspiration,18/06/2025 0:13,Auckland,song,"""#KiwiGroove",1405
565,hangi heaven is a taste of maori tradition hangiheaven newzealandculture foodie,19/06/2025 0:13,Rotorua,food,"""#HangiHeaven",730
566,having a blast with the haka hustle dance hakahustle newzealandfun dancelife,20/06/2025 0:13,Wellington,dance,"""#HakaHustle",1250
567,mana magic is a celebration of maori heritage manamagic newzealandheritage community,21/06/2025 0:13,Rotorua,event,"""#ManaMagic",925
568,secret garden cafe in prague is magical secretgarden prague cafe,22/06/2025 0:13,Prague,place,"""#SecretGarden",605
569,bohemian rhapsody is the best song ever bohemianrhapsody queen classic,23/06/2025 0:13,Prague,song,"""#BohemianRhapsody",1785
570,trying trdelnik temptation in prague trdelniktemptation praguefood sweet,24/06/2025 0:13,Prague,food,"""#TrdelnikTemptation",1380
571,learning the czech charm dance czechcharm praguedance dance,25/06/2025 0:13,Prague,dance,"""#CzechCharm",888
572,castle capers festival in prague is epic castlecapers praguefestival history,26/06/2025 0:13,Prague,event,"""#CastleCapers",1395
573,secret garden is a fairytale come to life secretgarden praguemagic fairytale,27/06/2025 0:13,Prague,place,"""#SecretGarden",1780
574,bohemian rhapsody never gets old bohemianrhapsody timelessclassic music,28/06/2025 0:13,Prague,song,"""#BohemianRhapsody",1025
575,trdelnik temptation is a must try in prague trdelniktemptation praguetreat foodie,29/06/2025 0:13,Prague,food,"""#TrdelnikTemptation",1250
576,having fun with the czech charm dance czechcharm praguefun dancelife,30/06/2025 0:13,Prague,dance,"""#CzechCharm",1910
577,castle capers is a journey through time castlecapers praguehistory festival,01/07/2025 0:13,Prague,event,"""#CastleCapers",800
578,riverside retreat park in amsterdam is so peaceful riversideretreat amsterdam park,02/07/2025 0:13,Amsterdam,place,"""#RiversideRetreat",1855
579,dutch delight song makes me happy dutchdelight amsterdammusic happyvibes,03/07/2025 0:13,Amsterdam,song,"""#DutchDelight",655
580,trying stroopwafel surprise in amsterdam stroopwafelsurprise amsterdamfood sweet,04/07/2025 0:13,Amsterdam,food,"""#StroopwafelSurprise",1670
581,learning the tulip twist dance tuliptwist amsterdamdance dance,05/07/2025 0:13,Amsterdam,dance,"""#TulipTwist",1985
582,canal cruise carnival in amsterdam is amazing canalcruisecarnival amsterdamfestival fun,06/07/2025 0:13,Amsterdam,event,"""#CanalCruiseCarnival",440
583,riverside retreat is a perfect escape riversideretreat amsterdamrelax peaceful,07/07/2025 0:13,Amsterdam,place,"""#RiversideRetreat",900
584,dutch delight is the sound of amsterdam dutchdelight amsterdam musicvibes,08/07/2025 0:13,Amsterdam,song,"""#DutchDelight",1388
585,stroopwafel surprise is a must try in amsterdam stroopwafelsurprise amsterdamtreat foodie,09/07/2025 0:13,Amsterdam,food,"""#StroopwafelSurprise",715
586,having fun with the tulip twist dance tuliptwist amsterdamfun dancelife,10/07/2025 0:13,Amsterdam,dance,"""#TulipTwist",1225
587,canal cruise carnival is a highlight of amsterdam canalcruisecarnival amsterdam festivalvibes,11/07/2025 0:13,Amsterdam,event,"""#CanalCruiseCarnival",940
588,hidden haven cafe in barcelona is amazing hiddenhaven barcelona cafelife,12/07/2025 0:13,Barcelona,place,"""#HiddenHaven",585
589,spanish soul is the perfect song for a fiesta spanishsoul barcelonamusic fiesta,13/07/2025 0:13,Barcelona,song,"""#SpanishSoul",1755
590,trying tapas temptation in barcelona tapastemptation barcelonafood spain,14/07/2025 0:13,Barcelona,food,"""#TapasTemptation",1420
591,learning the flamenco fire dance flamencofire barcelonadance spain,15/07/2025 0:13,Barcelona,dance,"""#FlamencoFire",860
592,fiesta fantastica festival in barcelona is epic fiestafantastica barcelonafestival party,16/07/2025 0:13,Barcelona,event,"""#FiestaFantastica",1450
593,hidden haven is my favorite cafe in barcelona hiddenhaven barcelonachill cafevibes,17/07/2025 0:13,Barcelona,place,"""#HiddenHaven",1800
594,spanish soul makes me want to dance spanishsoul barcelonalife music,18/07/2025 0:13,Barcelona,song,"""#SpanishSoul",950
